prot_id	transcript_id	gene_id	gene_name	description	source	selected
ENSP00000325527	ENST00000316623	ENSG00000166147	FBN1	fibrillin 1	HGNC Symbol;Acc:3603	1
ENSP00000270509	ENST00000270509	ENSG00000142449	FBN3	fibrillin 3	HGNC Symbol;Acc:18794	1
ENSP00000332979	ENST00000330333	ENSG00000182240	BACE2	beta-site APP-cleaving enzyme 2	HGNC Symbol;Acc:934	1
ENSP00000425658	ENST00000504087	ENSG00000151458	ANKRD50	ankyrin repeat domain 50	HGNC Symbol;Acc:29223	1
ENSP00000377075	ENST00000393423	ENSG00000205517	RGL3	ral guanine nucleotide dissociation stimulator-like 3	HGNC Symbol;Acc:30282	1
ENSP00000420211	ENST00000497454	ENSG00000237441	RGL2	ral guanine nucleotide dissociation stimulator-like 2	HGNC Symbol;Acc:9769	1
ENSP00000376545	ENST00000392796	ENSG00000196151	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	HGNC Symbol;Acc:26697	1
ENSP00000348129	ENST00000355868	ENSG00000166359	WDR88	WD repeat domain 88	HGNC Symbol;Acc:26999	1
ENSP00000427900	ENST00000524189	ENSG00000197892	KIF13B	kinesin family member 13B	HGNC Symbol;Acc:14405	1
ENSP00000246115	ENST00000246115	ENSG00000125910	S1PR4	sphingosine-1-phosphate receptor 4	HGNC Symbol;Acc:3170	1
ENSP00000359778	ENST00000370742	ENSG00000162618	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	HGNC Symbol;Acc:20822	1
ENSP00000335156	ENST00000334810	ENSG00000180264	GPR144	G protein-coupled receptor 144	HGNC Symbol;Acc:18651	1
ENSP00000373539	ENST00000388887	ENSG00000136011	STAB2	stabilin 2	HGNC Symbol;Acc:18629	1
ENSP00000344465	ENST00000338302	ENSG00000187800	PEAR1	platelet endothelial aggregation receptor 1	HGNC Symbol;Acc:33631	1
ENSP00000386908	ENST00000409699	ENSG00000157890	MEGF11	multiple EGF-like-domains 11	HGNC Symbol;Acc:29635	1
ENSP00000229340	ENST00000229340	ENSG00000111737	RAB35	RAB35, member RAS oncogene family	HGNC Symbol;Acc:9774	1
ENSP00000328169	ENST00000331782	ENSG00000184916	JAG2	jagged 2	HGNC Symbol;Acc:6189	1
ENSP00000254958	ENST00000254958	ENSG00000101384	JAG1	jagged 1	HGNC Symbol;Acc:6188	1
ENSP00000361636	ENST00000372555	ENSG00000101470	TNNC2	troponin C type 2 (fast)	HGNC Symbol;Acc:11944	1
ENSP00000291295	ENST00000291295	ENSG00000160014	CALM3	calmodulin 3 (phosphorylase kinase, delta)	HGNC Symbol;Acc:1449	1
ENSP00000265000	ENST00000265000	ENSG00000109586	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	HGNC Symbol;Acc:4129	1
ENSP00000415494	ENST00000425897	ENSG00000072518	MARK2	MAP/microtubule affinity-regulating kinase 2	HGNC Symbol;Acc:3332	1
ENSP00000262891	ENST00000262891	ENSG00000007047	MARK4	MAP/microtubule affinity-regulating kinase 4	HGNC Symbol;Acc:13538	1
ENSP00000222543	ENST00000222543	ENSG00000105825	TFPI2	tissue factor pathway inhibitor 2	HGNC Symbol;Acc:11761	1
ENSP00000387784	ENST00000426016	ENSG00000115904	SOS1	son of sevenless homolog 1 (Drosophila)	HGNC Symbol;Acc:11187	1
ENSP00000216373	ENST00000216373	ENSG00000100485	SOS2	son of sevenless homolog 2 (Drosophila)	HGNC Symbol;Acc:11188	1
ENSP00000405963	ENST00000419573	ENSG00000058335	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	HGNC Symbol;Acc:9875	1
ENSP00000362751	ENST00000373647	ENSG00000011454	RABGAP1	RAB GTPase activating protein 1	HGNC Symbol;Acc:17155	1
ENSP00000251507	ENST00000251507	ENSG00000152061	RABGAP1L	RAB GTPase activating protein 1-like	HGNC Symbol;Acc:24663	1
ENSP00000445905	ENST00000538904	ENSG00000142459	EVI5L	ecotropic viral integration site 5-like	HGNC Symbol;Acc:30464	1
ENSP00000363727	ENST00000374599	ENSG00000130052	STARD8	StAR-related lipid transfer (START) domain containing 8	HGNC Symbol;Acc:19161	1
ENSP00000275189	ENST00000275189	ENSG00000146376	ARHGAP18	Rho GTPase activating protein 18	HGNC Symbol;Acc:21035	1
ENSP00000362442	ENST00000373345	ENSG00000124143	ARHGAP40	Rho GTPase activating protein 40	HGNC Symbol;Acc:16226	1
ENSP00000265944	ENST00000265944	ENSG00000095777	MYO3A	myosin IIIA	HGNC Symbol;Acc:7601	1
ENSP00000386213	ENST00000408978	ENSG00000071909	MYO3B	myosin IIIB	HGNC Symbol;Acc:15576	1
ENSP00000205890	ENST00000205890	ENSG00000091536	MYO15A	myosin XVA	HGNC Symbol;Acc:7594	1
ENSP00000397351	ENST00000457091	ENSG00000215045	GRID2IP	glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein	HGNC Symbol;Acc:18464	1
ENSP00000427567	ENST00000511601	ENSG00000137460	FHDC1	FH2 domain containing 1	HGNC Symbol;Acc:29363	1
ENSP00000376410	ENST00000392634	ENSG00000203485	INF2	inverted formin, FH2 and WH2 domain containing	HGNC Symbol;Acc:23791	1
ENSP00000327442	ENST00000328118	ENSG00000184922	FMNL1	formin-like 1	HGNC Symbol;Acc:1212	1
ENSP00000176763	ENST00000176763	ENSG00000072786	STK10	serine/threonine kinase 10	HGNC Symbol;Acc:11388	1
ENSP00000294066	ENST00000294066	ENSG00000168067	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	HGNC Symbol;Acc:6864	1
ENSP00000380066	ENST00000396857	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	HGNC Symbol;Acc:6863	1
ENSP00000306864	ENST00000304735	ENSG00000168140	VASN	vasorin	HGNC Symbol;Acc:18517	1
ENSP00000298048	ENST00000298048	ENSG00000165304	MELK	maternal embryonic leucine zipper kinase	HGNC Symbol;Acc:16870	1
ENSP00000401246	ENST00000454177	ENSG00000163788	SNRK	SNF related kinase	HGNC Symbol;Acc:30598	1
ENSP00000303830	ENST00000302850	ENSG00000171105	INSR	insulin receptor	HGNC Symbol;Acc:6091	1
ENSP00000357178	ENST00000368195	ENSG00000027644	INSRR	insulin receptor-related receptor	HGNC Symbol;Acc:6093	1
ENSP00000357494	ENST00000368508	ENSG00000047936	ROS1	c-ros oncogene 1 , receptor tyrosine kinase	HGNC Symbol;Acc:10261	1
ENSP00000263800	ENST00000263800	ENSG00000062524	LTK	leukocyte receptor tyrosine kinase	HGNC Symbol;Acc:6721	1
ENSP00000334714	ENST00000335211	ENSG00000163395	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	HGNC Symbol;Acc:24607	1
ENSP00000387946	ENST00000441012	ENSG00000025434	NR1H3	nuclear receptor subfamily 1, group H, member 3	HGNC Symbol;Acc:7966	1
ENSP00000253727	ENST00000253727	ENSG00000131408	NR1H2	nuclear receptor subfamily 1, group H, member 2	HGNC Symbol;Acc:7965	1
ENSP00000356959	ENST00000367980	ENSG00000143257	NR1I3	nuclear receptor subfamily 1, group I, member 3	HGNC Symbol;Acc:7969	1
ENSP00000374507	ENST00000389857	ENSG00000015133	CCDC88C	coiled-coil domain containing 88C	HGNC Symbol;Acc:19967	1
ENSP00000349305	ENST00000356847	ENSG00000144674	GOLGA4	golgin A4	HGNC Symbol;Acc:4427	1
ENSP00000322373	ENST00000315367	ENSG00000175895	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	HGNC Symbol;Acc:20757	1
ENSP00000364277	ENST00000375135	ENSG00000102302	FGD1	FYVE, RhoGEF and PH domain containing 1	HGNC Symbol;Acc:3663	1
ENSP00000364631	ENST00000375482	ENSG00000127084	FGD3	FYVE, RhoGEF and PH domain containing 3	HGNC Symbol;Acc:16027	1
ENSP00000412036	ENST00000455036	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	HGNC Symbol;Acc:30953	1
ENSP00000367064	ENST00000377833	ENSG00000107611	CUBN	cubilin (intrinsic factor-cobalamin receptor)	HGNC Symbol;Acc:2548	1
ENSP00000367888	ENST00000378623	ENSG00000134569	LRP4	low density lipoprotein receptor-related protein 4	HGNC Symbol;Acc:6696	1
ENSP00000261349	ENST00000261349	ENSG00000070018	LRP6	low density lipoprotein receptor-related protein 6	HGNC Symbol;Acc:6698	1
ENSP00000294304	ENST00000294304	ENSG00000162337	LRP5	low density lipoprotein receptor-related protein 5	HGNC Symbol;Acc:6697	1
ENSP00000261383	ENST00000261383	ENSG00000158486	DNAH3	dynein, axonemal, heavy chain 3	HGNC Symbol;Acc:2949	1
ENSP00000374045	ENST00000389394	ENSG00000115423	DNAH6	dynein, axonemal, heavy chain 6	HGNC Symbol;Acc:2951	1
ENSP00000414402	ENST00000430092	ENSG00000185842	DNAH14	dynein, axonemal, heavy chain 14	HGNC Symbol;Acc:2945	1
ENSP00000344758	ENST00000344604	ENSG00000106823	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	HGNC Symbol;Acc:3154	1
ENSP00000308315	ENST00000312553	ENSG00000174348	PODN	podocan	HGNC Symbol;Acc:23174	1
ENSP00000345175	ENST00000339560	ENSG00000132000	PODNL1	podocan-like 1	HGNC Symbol;Acc:26275	1
ENSP00000222214	ENST00000222214	ENSG00000105607	GCDH	glutaryl-CoA dehydrogenase	HGNC Symbol;Acc:4189	1
ENSP00000312618	ENST00000308982	ENSG00000177646	ACAD9	acyl-CoA dehydrogenase family, member 9	HGNC Symbol;Acc:21497	1
ENSP00000264990	ENST00000264990	ENSG00000240303	ACAD11	acyl-CoA dehydrogenase family, member 11	HGNC Symbol;Acc:30211	1
ENSP00000389813	ENST00000455480	ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family, member 10	HGNC Symbol;Acc:21597	1
ENSP00000449241	ENST00000547588	ENSG00000135439	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	HGNC Symbol;Acc:16921	1
ENSP00000262406	ENST00000262406	ENSG00000108370	RGS9	regulator of G-protein signaling 9	HGNC Symbol;Acc:10004	1
ENSP00000431418	ENST00000524377	ENSG00000198400	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	HGNC Symbol;Acc:8031	1
ENSP00000300119	ENST00000300119	ENSG00000166866	MYO1A	myosin IA	HGNC Symbol;Acc:7595	1
ENSP00000376132	ENST00000392318	ENSG00000128641	MYO1B	myosin IB	HGNC Symbol;Acc:7596	1
ENSP00000344871	ENST00000338257	ENSG00000142347	MYO1F	myosin IF	HGNC Symbol;Acc:7600	1
ENSP00000351790	ENST00000358913	ENSG00000138347	MYPN	myopalladin	HGNC Symbol;Acc:23246	1
ENSP00000425556	ENST00000505667	ENSG00000129116	PALLD	palladin, cytoskeletal associated protein	HGNC Symbol;Acc:17068	1
ENSP00000239926	ENST00000239926	ENSG00000120729	MYOT	myotilin	HGNC Symbol;Acc:12399	1
ENSP00000393460	ENST00000418342	ENSG00000169641	LUZP1	leucine zipper protein 1	HGNC Symbol;Acc:14985	1
ENSP00000267116	ENST00000267116	ENSG00000139645	ANKRD52	ankyrin repeat domain 52	HGNC Symbol;Acc:26614	1
ENSP00000282272	ENST00000282272	ENSG00000065413	ANKRD44	ankyrin repeat domain 44	HGNC Symbol;Acc:25259	1
ENSP00000360689	ENST00000371627	ENSG00000107854	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	HGNC Symbol;Acc:15677	1
ENSP00000307078	ENST00000302418	ENSG00000170759	KIF5B	kinesin family member 5B	HGNC Symbol;Acc:6324	1
ENSP00000363524	ENST00000374403	ENSG00000090889	KIF4A	kinesin family member 4A	HGNC Symbol;Acc:13339	1
ENSP00000387875	ENST00000435029	ENSG00000226650	KIF4B	kinesin family member 4B	HGNC Symbol;Acc:6322	1
ENSP00000220507	ENST00000220507	ENSG00000104140	RHOV	ras homolog family member V	HGNC Symbol;Acc:18313	1
ENSP00000371219	ENST00000381799	ENSG00000168421	RHOH	ras homolog family member H	HGNC Symbol;Acc:686	1
ENSP00000359871	ENST00000370834	ENSG00000117054	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	HGNC Symbol;Acc:89	1
ENSP00000281182	ENST00000281182	ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family, member 8	HGNC Symbol;Acc:87	1
ENSP00000233710	ENST00000233710	ENSG00000115361	ACADL	acyl-CoA dehydrogenase, long chain	HGNC Symbol;Acc:88	1
ENSP00000293255	ENST00000293255	ENSG00000105507	CABP5	calcium binding protein 5	HGNC Symbol;Acc:13714	1
ENSP00000304643	ENST00000307786	ENSG00000169885	CALML6	calmodulin-like 6	HGNC Symbol;Acc:24193	1
ENSP00000384169	ENST00000404922	ENSG00000163520	FBLN2	fibulin 2	HGNC Symbol;Acc:3601	1
ENSP00000264350	ENST00000264350	ENSG00000138646	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	HGNC Symbol;Acc:24368	1
ENSP00000398880	ENST00000447079	ENSG00000167258	CDK12	cyclin-dependent kinase 12	HGNC Symbol;Acc:24224	1
ENSP00000313995	ENST00000326974	ENSG00000124702	KLHDC3	kelch domain containing 3	HGNC Symbol;Acc:20704	1
ENSP00000306361	ENST00000302053	ENSG00000171560	FGA	fibrinogen alpha chain	HGNC Symbol;Acc:3661	1
ENSP00000336829	ENST00000336098	ENSG00000171557	FGG	fibrinogen gamma chain	HGNC Symbol;Acc:3694	1
ENSP00000355402	ENST00000361742	ENSG00000167178	ISLR2	immunoglobulin superfamily containing leucine-rich repeat 2	HGNC Symbol;Acc:29286	1
ENSP00000249842	ENST00000249842	ENSG00000129009	ISLR	immunoglobulin superfamily containing leucine-rich repeat	HGNC Symbol;Acc:6133	1
ENSP00000263816	ENST00000263816	ENSG00000081479	LRP2	low density lipoprotein receptor-related protein 2	HGNC Symbol;Acc:6694	1
ENSP00000007722	ENST00000007722	ENSG00000005884	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	HGNC Symbol;Acc:6139	1
ENSP00000264741	ENST00000264741	ENSG00000144668	ITGA9	integrin, alpha 9	HGNC Symbol;Acc:6145	1
ENSP00000380227	ENST00000397033	ENSG00000115232	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	HGNC Symbol;Acc:6140	1
ENSP00000267079	ENST00000267079	ENSG00000139625	MAP3K12	mitogen-activated protein kinase kinase kinase 12	HGNC Symbol;Acc:6851	1
ENSP00000407249	ENST00000411767	ENSG00000163629	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	HGNC Symbol;Acc:9646	1
ENSP00000330276	ENST00000328736	ENSG00000070778	PTPN21	protein tyrosine phosphatase, non-receptor type 21	HGNC Symbol;Acc:9651	1
ENSP00000172229	ENST00000172229	ENSG00000064300	NGFR	nerve growth factor receptor	HGNC Symbol;Acc:7809	1
ENSP00000400163	ENST00000449018	ENSG00000119283	TRIM67	tripartite motif containing 67	HGNC Symbol;Acc:31859	1
ENSP00000342970	ENST00000338969	ENSG00000100505	TRIM9	tripartite motif containing 9	HGNC Symbol;Acc:16288	1
ENSP00000323913	ENST00000315962	ENSG00000147573	TRIM55	tripartite motif containing 55	HGNC Symbol;Acc:14215	1
ENSP00000321746	ENST00000317968	ENSG00000163110	PDLIM5	PDZ and LIM domain 5	HGNC Symbol;Acc:17468	1
ENSP00000348099	ENST00000355841	ENSG00000196923	PDLIM7	PDZ and LIM domain 7 (enigma)	HGNC Symbol;Acc:22958	1
ENSP00000381167	ENST00000398093	ENSG00000187240	DYNC2H1	dynein, cytoplasmic 2, heavy chain 1	HGNC Symbol;Acc:2962	1
ENSP00000262442	ENST00000262442	ENSG00000007174	DNAH9	dynein, axonemal, heavy chain 9	HGNC Symbol;Acc:2953	1
ENSP00000374490	ENST00000389840	ENSG00000187775	DNAH17	dynein, axonemal, heavy chain 17	HGNC Symbol;Acc:2946	1
ENSP00000330808	ENST00000327928	ENSG00000182447	OTOL1	otolin 1	HGNC Symbol;Acc:34071	1
ENSP00000377679	ENST00000394121	ENSG00000126351	THRA	thyroid hormone receptor, alpha	HGNC Symbol;Acc:11796	1
ENSP00000280696	ENST00000280696	ENSG00000151090	THRB	thyroid hormone receptor, beta	HGNC Symbol;Acc:11799	1
ENSP00000377648	ENST00000394086	ENSG00000131759	RARA	retinoic acid receptor, alpha	HGNC Symbol;Acc:9864	1
ENSP00000463533	ENST00000583023	ENSG00000173826	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	HGNC Symbol;Acc:18862	1
ENSP00000367747	ENST00000378486	ENSG00000149527	PLCH2	phospholipase C, eta 2	HGNC Symbol;Acc:29037	1
ENSP00000345988	ENST00000340059	ENSG00000114805	PLCH1	phospholipase C, eta 1	HGNC Symbol;Acc:29185	1
ENSP00000350195	ENST00000357582	ENSG00000142733	MAP3K6	mitogen-activated protein kinase kinase kinase 6	HGNC Symbol;Acc:6858	1
ENSP00000351908	ENST00000359015	ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5	HGNC Symbol;Acc:6857	1
ENSP00000345629	ENST00000338883	ENSG00000180815	MAP3K15	mitogen-activated protein kinase kinase kinase 15	HGNC Symbol;Acc:31689	1
ENSP00000342059	ENST00000344686	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	HGNC Symbol;Acc:6853	1
ENSP00000305877	ENST00000305141	ENSG00000171596	NMUR1	neuromedin U receptor 1	HGNC Symbol;Acc:4518	1
ENSP00000327417	ENST00000329321	ENSG00000183840	GPR39	G protein-coupled receptor 39	HGNC Symbol;Acc:4496	1
ENSP00000329357	ENST00000327443	ENSG00000185591	SP1	Sp1 transcription factor	HGNC Symbol;Acc:11205	1
ENSP00000274867	ENST00000274867	ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2	HGNC Symbol;Acc:18143	1
ENSP00000354162	ENST00000360909	ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1	HGNC Symbol;Acc:18142	1
ENSP00000301305	ENST00000301305	ENSG00000147804	SLC39A4	solute carrier family 39 (zinc transporter), member 4	HGNC Symbol;Acc:17129	1
ENSP00000366591	ENST00000377374	ENSG00000148482	SLC39A12	solute carrier family 39 (zinc transporter), member 12	HGNC Symbol;Acc:20860	1
ENSP00000352779	ENST00000359741	ENSG00000104635	SLC39A14	solute carrier family 39 (zinc transporter), member 14	HGNC Symbol;Acc:20858	1
ENSP00000349174	ENST00000356736	ENSG00000138821	SLC39A8	solute carrier family 39 (zinc transporter), member 8	HGNC Symbol;Acc:20862	1
ENSP00000353874	ENST00000360658	ENSG00000239732	TLR9	toll-like receptor 9	HGNC Symbol;Acc:15633	1
ENSP00000417517	ENST00000494383	ENSG00000173366	RP11-330H6.5	TLR9	UniProtKB/TrEMBL;Acc:C3W5P5	1
ENSP00000296795	ENST00000296795	ENSG00000164342	TLR3	toll-like receptor 3	HGNC Symbol;Acc:11849	1
ENSP00000377833	ENST00000394295	ENSG00000196975	ANXA4	annexin A4	HGNC Symbol;Acc:542	1
ENSP00000361305	ENST00000372231	ENSG00000122359	ANXA11	annexin A11	HGNC Symbol;Acc:535	1
ENSP00000361932	ENST00000372841	ENSG00000196968	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)	HGNC Symbol;Acc:19233	1
ENSP00000318142	ENST00000314412	ENSG00000180549	FUT7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)	HGNC Symbol;Acc:4018	1
ENSP00000351602	ENST00000358752	ENSG00000196371	FUT4	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	HGNC Symbol;Acc:4015	1
ENSP00000258400	ENST00000258400	ENSG00000135914	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	HGNC Symbol;Acc:5294	1
ENSP00000256707	ENST00000256707	ENSG00000134313	KIDINS220	kinase D-interacting substrate, 220kDa	HGNC Symbol;Acc:29508	1
ENSP00000219611	ENST00000219611	ENSG00000103326	SOLH	small optic lobes homolog (Drosophila)	HGNC Symbol;Acc:11182	1
ENSP00000295055	ENST00000295055	ENSG00000162949	CAPN13	calpain 13	HGNC Symbol;Acc:16663	1
ENSP00000385247	ENST00000403897	ENSG00000214711	CAPN14	calpain 14	HGNC Symbol;Acc:16664	1
ENSP00000331636	ENST00000328867	ENSG00000182472	CAPN12	calpain 12	HGNC Symbol;Acc:13249	1
ENSP00000381758	ENST00000398776	ENSG00000137225	CAPN11	calpain 11	HGNC Symbol;Acc:1478	1
ENSP00000384917	ENST00000401783	ENSG00000165124	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	HGNC Symbol;Acc:15985	1
ENSP00000359942	ENST00000370905	ENSG00000124743	KLHL31	kelch-like 31 (Drosophila)	HGNC Symbol;Acc:21353	1
ENSP00000239761	ENST00000239761	ENSG00000120586	MRC1	mannose receptor, C type 1	HGNC Symbol;Acc:7228	1
ENSP00000332124	ENST00000331429	ENSG00000183748	MRC1L1	Macrophage mannose receptor 1	UniProtKB/Swiss-Prot;Acc:P22897	1
ENSP00000341843	ENST00000340181	ENSG00000010030	ETV7	ets variant 7	HGNC Symbol;Acc:18160	1
ENSP00000289371	ENST00000289371	ENSG00000158417	EIF5B	eukaryotic translation initiation factor 5B	HGNC Symbol;Acc:30793	1
ENSP00000333938	ENST00000334785	ENSG00000162614	NEXN	nexilin (F actin binding protein)	HGNC Symbol;Acc:29557	1
ENSP00000380530	ENST00000397374	ENSG00000184545	DUSP8	dual specificity phosphatase 8	HGNC Symbol;Acc:3074	1
ENSP00000344456	ENST00000349496	ENSG00000168036	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	HGNC Symbol;Acc:2514	1
ENSP00000311113	ENST00000310706	ENSG00000173801	JUP	junction plakoglobin	HGNC Symbol;Acc:6207	1
ENSP00000298032	ENST00000298032	ENSG00000165309	ARMC3	armadillo repeat containing 3	HGNC Symbol;Acc:30964	1
ENSP00000357915	ENST00000368919	ENSG00000004809	SLC22A16	solute carrier family 22 (organic cation/carnitine transporter), member 16	HGNC Symbol;Acc:20302	1
ENSP00000272797	ENST00000272797	ENSG00000213160	KLHL23	kelch-like 23 (Drosophila)	HGNC Symbol;Acc:27506	1
ENSP00000314608	ENST00000319121	ENSG00000178502	KLHL11	kelch-like 11 (Drosophila)	HGNC Symbol;Acc:19008	1
ENSP00000380444	ENST00000397274	ENSG00000099331	MYO9B	myosin IXB	HGNC Symbol;Acc:7609	1
ENSP00000419361	ENST00000462833	ENSG00000173175	ADCY5	adenylate cyclase 5	HGNC Symbol;Acc:236	1
ENSP00000311405	ENST00000307885	ENSG00000174233	ADCY6	adenylate cyclase 6	HGNC Symbol;Acc:237	1
ENSP00000358903	ENST00000369887	ENSG00000148795	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	HGNC Symbol;Acc:2593	1
ENSP00000408860	ENST00000418967	ENSG00000231852	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2	HGNC Symbol;Acc:2600	1
ENSP00000359446	ENST00000370418	ENSG00000120054	CPN1	carboxypeptidase N, polypeptide 1	HGNC Symbol;Acc:2312	1
ENSP00000369979	ENST00000380605	ENSG00000088882	CPXM1	carboxypeptidase X (M14 family), member 1	HGNC Symbol;Acc:15771	1
ENSP00000216361	ENST00000216361	ENSG00000100473	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)	HGNC Symbol;Acc:2180	1
ENSP00000260630	ENST00000260630	ENSG00000138061	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	HGNC Symbol;Acc:2597	1
ENSP00000380746	ENST00000397621	ENSG00000127585	FBXL16	F-box and leucine-rich repeat protein 16	HGNC Symbol;Acc:14150	1
ENSP00000440643	ENST00000540964	ENSG00000187554	TLR5	toll-like receptor 5	HGNC Symbol;Acc:11851	1
ENSP00000363596	ENST00000374472	ENSG00000188822	CNR2	cannabinoid receptor 2 (macrophage)	HGNC Symbol;Acc:2160	1
ENSP00000266376	ENST00000347598	ENSG00000151067	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	HGNC Symbol;Acc:1390	1
